duplicate_group,sha256,dataset,file,absolute_path
236,fc5693f495a81bcec928fc1eb0ddeecb282e0c375d940e292ee1d9ca8c38c8b5,phenomsg,Hazardous\Hazardous\e-waste\reciclaje-industrial-portada.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\reciclaje-industrial-portada.jpg
237,333d59be1778d02f6fea44b6573d7d87c205804d97d21dc3a1919041aa60e159,phenomsg,Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s - Copy.jpg
237,333d59be1778d02f6fea44b6573d7d87c205804d97d21dc3a1919041aa60e159,phenomsg,Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s.jpg
238,e8ddd16110caefc2cee4d0e5a8908473d817556031bb3748b1983fbb3a05e9ba,phenomsg,Hazardous\Hazardous\e-waste\recycle-e-waste-new-aug-22 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\recycle-e-waste-new-aug-22 - Copy.png
238,e8ddd16110caefc2cee4d0e5a8908473d817556031bb3748b1983fbb3a05e9ba,phenomsg,Hazardous\Hazardous\e-waste\recycle-e-waste-new-aug-22.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\recycle-e-waste-new-aug-22.png
239,2d5f752a0c660ddba6d7a301211a3b2f11facd38ca395e4fd975967f5a5a904e,phenomsg,Hazardous\Hazardous\e-waste\recycle-old-phones-1617128956 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\recycle-old-phones-1617128956 - Copy.png
239,2d5f752a0c660ddba6d7a301211a3b2f11facd38ca395e4fd975967f5a5a904e,phenomsg,Hazardous\Hazardous\e-waste\recycle-old-phones-1617128956.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\recycle-old-phones-1617128956.png
240,972607a00bd4ff82c31d3cc470e3c0b570d8af830644f3b176e133fac34c3e2c,phenomsg,Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405 - Copy.jpg
240,972607a00bd4ff82c31d3cc470e3c0b570d8af830644f3b176e133fac34c3e2c,phenomsg,Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405.jpg
241,ca2c9fa2ab59ab5acd8938e47b2e083ac72e8cded753405bd67d9b84e4797afb,phenomsg,Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2199207751 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2199207751 - Copy.jpg
241,ca2c9fa2ab59ab5acd8938e47b2e083ac72e8cded753405bd67d9b84e4797afb,phenomsg,Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2199207751.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2199207751.jpg
242,bd222aab3f704a8a509cab58ebb7fa780a5c44f50f905b3510dc4b5e0209c5cf,phenomsg,Hazardous\Hazardous\e-waste\s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0 - Copy.jpg
242,bd222aab3f704a8a509cab58ebb7fa780a5c44f50f905b3510dc4b5e0209c5cf,phenomsg,Hazardous\Hazardous\e-waste\s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0.jpg
243,40e3e1b477661b01ac568bea56e2e35ddabe215aee07dd3c70cff7b31e216930,phenomsg,Hazardous\Hazardous\e-waste\S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG - Copy.jpg
243,40e3e1b477661b01ac568bea56e2e35ddabe215aee07dd3c70cff7b31e216930,phenomsg,Hazardous\Hazardous\e-waste\S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG.jpg
244,97e6d10490cef433b89c341437ca38befdf5ae55f3d9b629e3e4cb499fd53cc3,phenomsg,Hazardous\Hazardous\e-waste\safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495 - Copy.jpg
244,97e6d10490cef433b89c341437ca38befdf5ae55f3d9b629e3e4cb499fd53cc3,phenomsg,Hazardous\Hazardous\e-waste\safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495.jpg
245,38f0e49df69d45028628241a19664f318854314e148707c367b99a314e6fdb13,phenomsg,Hazardous\Hazardous\e-waste\sddefault - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\sddefault - Copy.jpg
245,38f0e49df69d45028628241a19664f318854314e148707c367b99a314e6fdb13,phenomsg,Hazardous\Hazardous\e-waste\sddefault.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\sddefault.jpg
246,39b114097ddad9ab11d744a0e9bf8a33bcb15e7ece81b14a62fba09d662f568f,phenomsg,Hazardous\Hazardous\e-waste\set-different-types-light-bulbs-incandescent-compact-fluorescent-lamp_223337-667 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\set-different-types-light-bulbs-incandescent-compact-fluorescent-lamp_223337-667 - Copy.jpg
246,39b114097ddad9ab11d744a0e9bf8a33bcb15e7ece81b14a62fba09d662f568f,phenomsg,Hazardous\Hazardous\e-waste\set-different-types-light-bulbs-incandescent-compact-fluorescent-lamp_223337-667.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\set-different-types-light-bulbs-incandescent-compact-fluorescent-lamp_223337-667.jpg
247,fe459425f5d90f708c9431cf2729c4a44f4122a5147424fa78f9e69396579bee,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs - Copy.jpg
247,fe459425f5d90f708c9431cf2729c4a44f4122a5147424fa78f9e69396579bee,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs.jpg
248,0e8d5498e076980dfc7e7b5aabb843ea8d56954b481f1a32d32afd493c1d248f,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_139275554-1024x600 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_139275554-1024x600 - Copy.jpg
248,0e8d5498e076980dfc7e7b5aabb843ea8d56954b481f1a32d32afd493c1d248f,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_139275554-1024x600.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_139275554-1024x600.jpg
249,51358a916a98dc97d12e96360bd8eded4c19700bbac3717c26c162b6fe04dfe2,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_29134336 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_29134336 - Copy.jpg
249,51358a916a98dc97d12e96360bd8eded4c19700bbac3717c26c162b6fe04dfe2,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_29134336.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_29134336.jpg
250,f449c001a712455079d96e6489bb02ee4c3f8e517736233b460ac6fc4ec2eed5,phenomsg,Hazardous\Hazardous\e-waste\Solutions-to-e-waste-problems1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Solutions-to-e-waste-problems1 - Copy.jpg
250,f449c001a712455079d96e6489bb02ee4c3f8e517736233b460ac6fc4ec2eed5,phenomsg,Hazardous\Hazardous\e-waste\Solutions-to-e-waste-problems1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Solutions-to-e-waste-problems1.jpg
251,32cbf0d6bc6b6d6f8fbddc64a61b737bbf18a124fecb7a9b1016295acb5e0ef7,phenomsg,Hazardous\Hazardous\e-waste\spiral-20-23-watt-cfl-bulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\spiral-20-23-watt-cfl-bulbs - Copy.jpg
251,32cbf0d6bc6b6d6f8fbddc64a61b737bbf18a124fecb7a9b1016295acb5e0ef7,phenomsg,Hazardous\Hazardous\e-waste\spiral-20-23-watt-cfl-bulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\spiral-20-23-watt-cfl-bulbs.jpg
252,c202cfaf132c07f452fe6f0a02fd229163b435e2a95c44782803c0ba199622a1,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-electronic-waste-and-garbage-for-recycling-1675112317 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-electronic-waste-and-garbage-for-recycling-1675112317 - Copy.jpg
252,c202cfaf132c07f452fe6f0a02fd229163b435e2a95c44782803c0ba199622a1,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-electronic-waste-and-garbage-for-recycling-1675112317.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-electronic-waste-and-garbage-for-recycling-1675112317.jpg
253,db8ca198dbd237698d9350ad49735a3750aa8d8135a78f23a08ced029dee3054,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615 - Copy.jpg
253,db8ca198dbd237698d9350ad49735a3750aa8d8135a78f23a08ced029dee3054,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615.jpg
254,18d30671ec4c7e3c3b4c73f0c9731121b44881275a50fb8d1aff8a372f34aa07,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-with-space-for-text-681808597 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-with-space-for-text-681808597 - Copy.jpg
254,18d30671ec4c7e3c3b4c73f0c9731121b44881275a50fb8d1aff8a372f34aa07,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-with-space-for-text-681808597.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-with-space-for-text-681808597.jpg
255,43ed044c84195ac02a4286396b216db113beea2b22a0aeeb7129c6749d4a4cd6,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737 - Copy.jpg
255,43ed044c84195ac02a4286396b216db113beea2b22a0aeeb7129c6749d4a4cd6,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737.jpg
256,4435ea55bc03fbf43ebc5725c7771f371236835de6079bc8fb07f86d3dbef9eb,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987 - Copy.jpg
256,4435ea55bc03fbf43ebc5725c7771f371236835de6079bc8fb07f86d3dbef9eb,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987.jpg
257,87b0f9ebcd7588ef9751151d1fbe9c9252e6968a4e856319bb8fc460df1ea894,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775 - Copy.jpg
257,87b0f9ebcd7588ef9751151d1fbe9c9252e6968a4e856319bb8fc460df1ea894,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775.jpg
258,e23df4f8640c164662741facbdc4078e93f1942b7aab7d3c1f146d59677d9d2d,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078 - Copy.jpg
258,e23df4f8640c164662741facbdc4078e93f1942b7aab7d3c1f146d59677d9d2d,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078.jpg
259,938b3553cd34c1a31a790c340b0b1c01050b0dd7ecc7ff2b991fc507abfdb0ec,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344 - Copy.jpg
259,938b3553cd34c1a31a790c340b0b1c01050b0dd7ecc7ff2b991fc507abfdb0ec,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344.jpg
260,c00c25da2922d97ca34eb89214a3f3cd2c88efd64948d373a91707fe7805748a,phenomsg,Hazardous\Hazardous\e-waste\stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574 - Copy.jpg
260,c00c25da2922d97ca34eb89214a3f3cd2c88efd64948d373a91707fe7805748a,phenomsg,Hazardous\Hazardous\e-waste\stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574.jpg
261,c5a9d05ac36fdf6c59806d379f444dcf119b1eab5f647cb7c9a606de3b0fd1e7,phenomsg,Hazardous\Hazardous\e-waste\sustainability-15-01837-g001 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\sustainability-15-01837-g001 - Copy.png
261,c5a9d05ac36fdf6c59806d379f444dcf119b1eab5f647cb7c9a606de3b0fd1e7,phenomsg,Hazardous\Hazardous\e-waste\sustainability-15-01837-g001.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\sustainability-15-01837-g001.png
262,8d7b4d92e6a1c45edd3ac4046c44c611e08c5b129c54936075e6f4bc020fe6e2,phenomsg,Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323 - Copy.jpg
262,8d7b4d92e6a1c45edd3ac4046c44c611e08c5b129c54936075e6f4bc020fe6e2,phenomsg,Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323.jpg
263,1050f1b62f8b3a996a9a6ef768859236c2ccf7ac30ac8a6c94b42a66e8105c0d,phenomsg,Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345 - Copy.jpg
263,1050f1b62f8b3a996a9a6ef768859236c2ccf7ac30ac8a6c94b42a66e8105c0d,phenomsg,Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345.jpg
264,8dd75e4c85ecd6d0e0fa9ec1b51b9dc4f04717dd2931d7553e777ab86dcece5c,phenomsg,Hazardous\Hazardous\e-waste\t5-recycling - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\t5-recycling - Copy.jpg
264,8dd75e4c85ecd6d0e0fa9ec1b51b9dc4f04717dd2931d7553e777ab86dcece5c,phenomsg,Hazardous\Hazardous\e-waste\t5-recycling.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\t5-recycling.jpg
265,517dc5be756b02959043164d985def28c62819c5e835f1d7781a2f845fa0b732,phenomsg,Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565 - Copy.jpg
265,517dc5be756b02959043164d985def28c62819c5e835f1d7781a2f845fa0b732,phenomsg,Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565.jpg
266,6fe465ed4292a720d1d7f4995d33f0cfeac478fcb12be4f9f4fb088ee51104d0,phenomsg,Hazardous\Hazardous\e-waste\uter-gold-as-ingredient-motherboards-e-waste-problem-environmental-279793363 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\uter-gold-as-ingredient-motherboards-e-waste-problem-environmental-279793363 - Copy.jpg
266,6fe465ed4292a720d1d7f4995d33f0cfeac478fcb12be4f9f4fb088ee51104d0,phenomsg,Hazardous\Hazardous\e-waste\uter-gold-as-ingredient-motherboards-e-waste-problem-environmental-279793363.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\uter-gold-as-ingredient-motherboards-e-waste-problem-environmental-279793363.jpg
267,8d0eda17cc0860e42e059c3c2156327ad09d09f4fb9a95eb46cb2debb71c51d0,phenomsg,Hazardous\Hazardous\e-waste\waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\waste - Copy.jpg
267,8d0eda17cc0860e42e059c3c2156327ad09d09f4fb9a95eb46cb2debb71c51d0,phenomsg,Hazardous\Hazardous\e-waste\waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\waste.jpg
268,63d103923ff4dbc95a76429cefdb3b2454cdab64d4c688e1a1b001846581da5c,phenomsg,Hazardous\Hazardous\e-waste\WASTE-superJumbo - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\WASTE-superJumbo - Copy.jpg
268,63d103923ff4dbc95a76429cefdb3b2454cdab64d4c688e1a1b001846581da5c,phenomsg,Hazardous\Hazardous\e-waste\WASTE-superJumbo.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\WASTE-superJumbo.jpg
269,22633151aec254d29dfcd8bc37fbb2a725ed1c15fe8fad9a13d11d27e64b8406,phenomsg,Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection - Copy.jpg
269,22633151aec254d29dfcd8bc37fbb2a725ed1c15fe8fad9a13d11d27e64b8406,phenomsg,Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection.jpg
270,5f9eb36824fe65a13ec0a5579a0e3fc02ea00147a6b3cf783a433effeb677fd8,phenomsg,Hazardous\Hazardous\e-waste\what_are_cfl_bulbs_and_where_should_they_be_used - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\what_are_cfl_bulbs_and_where_should_they_be_used - Copy.jpg
270,5f9eb36824fe65a13ec0a5579a0e3fc02ea00147a6b3cf783a433effeb677fd8,phenomsg,Hazardous\Hazardous\e-waste\what_are_cfl_bulbs_and_where_should_they_be_used.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\what_are_cfl_bulbs_and_where_should_they_be_used.jpg
271,aa87ad175283f61b047c83b81feb3ba17db650bd98987ff356eac4d52f1817f6,phenomsg,Hazardous\Hazardous\e-waste\What_is_electronic_waste_recycling - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\What_is_electronic_waste_recycling - Copy.jpg
271,aa87ad175283f61b047c83b81feb3ba17db650bd98987ff356eac4d52f1817f6,phenomsg,Hazardous\Hazardous\e-waste\What_is_electronic_waste_recycling.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\What_is_electronic_waste_recycling.jpg
272,e2ba59a085e3fc45b684d992ffb80312fdc5289263f70b57704f740464a0c108,phenomsg,Non-Recyclable\Non-Recyclable\ceramic_product\09928-cover-opener.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\ceramic_product\09928-cover-opener.jpg
272,e2ba59a085e3fc45b684d992ffb80312fdc5289263f70b57704f740464a0c108,phenomsg,Recyclable\Recyclable\glass_containers\09928-cover-opener.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\glass_containers\09928-cover-opener.jpg
273,342258917b4cf862012f5723cfc077012d103736180593d85f643c12572cf5da,phenomsg,Non-Recyclable\Non-Recyclable\ceramic_product\recycled-glass.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\ceramic_product\recycled-glass.jpg
