leakage_group,image_count,split,datasets,unified_classes,has_exact_duplicate,has_near_duplicate
GROUP_09849,2,train,phenomsg,Hazardous Waste,True,True
GROUP_09850,1,train,ewaste,Electronic Component,False,False
GROUP_09851,1,train,realwaste,Glass,False,False
GROUP_09852,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_09853,1,train,ewaste,Electronic Device,False,False
GROUP_09854,1,train,realwaste,Vegetation,False,False
GROUP_09855,1,train,trashnet,Metal,False,False
GROUP_09856,1,train,trashnet,Metal,False,False
GROUP_09857,1,train,realwaste,Paper,False,False
GROUP_09858,1,train,ewaste,Electronic Device,False,False
GROUP_09859,1,train,realwaste,Vegetation,False,False
GROUP_09860,1,train,realwaste,Paper,False,False
GROUP_09861,1,train,realwaste,Metal,False,False
GROUP_09862,1,test,ewaste,Electronic Device,False,False
GROUP_09863,1,test,realwaste,Metal,False,False
GROUP_09864,1,train,phenomsg,Residual,False,False
GROUP_09865,1,train,phenomsg,Recyclable Stream,False,False
GROUP_09866,1,train,phenomsg,Organic Stream,False,False
GROUP_09867,1,test,realwaste,Plastic,False,False
GROUP_09868,1,val,phenomsg,Residual,False,False
GROUP_09869,1,train,realwaste,Plastic,False,False
GROUP_09870,1,val,trashnet,Glass,False,False
GROUP_09871,1,train,trashnet,Paper,False,False
GROUP_09872,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_09873,1,test,realwaste,Vegetation,False,False
GROUP_09874,1,train,realwaste,Metal,False,False
GROUP_09875,1,test,ewaste,Battery,False,False
GROUP_09876,1,val,phenomsg,Residual,False,False
GROUP_09877,1,train,trashnet,Plastic,False,False
GROUP_09878,1,train,trashnet,Plastic,False,False
GROUP_09879,1,train,realwaste,Paper,False,False
GROUP_09880,1,train,trashnet,Plastic,False,False
GROUP_09881,1,val,ewaste,Electronic Device,False,False
GROUP_09882,1,test,trashnet,Metal,False,False
GROUP_09883,1,test,realwaste,Metal,False,False
GROUP_09884,1,train,trashnet,Glass,False,False
GROUP_09885,1,train,ewaste,Electronic Device,False,False
GROUP_09886,1,train,phenomsg,Organic Stream,False,False
GROUP_09887,1,train,realwaste,Plastic,False,False
GROUP_09888,1,train,trashnet,Glass,False,False
GROUP_09889,1,train,realwaste,Metal,False,False
GROUP_09890,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_09891,1,test,trashnet,Metal,False,False
GROUP_09892,1,val,realwaste,Glass,False,False
GROUP_09893,1,train,realwaste,Glass,False,False
GROUP_09894,1,test,trashnet,Paper,False,False
GROUP_09895,1,val,realwaste,Metal,False,False
GROUP_09896,1,train,phenomsg,Organic Stream,False,False
GROUP_09897,1,train,phenomsg,Residual,False,False
GROUP_09898,1,train,phenomsg,Residual,False,False
GROUP_09899,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_09900,1,train,realwaste,Vegetation,False,False
GROUP_09901,1,test,trashnet,Glass,False,False
GROUP_09902,1,val,trashnet,Metal,False,False
GROUP_09903,1,train,trashnet,Plastic,False,False
GROUP_09904,1,train,phenomsg,Recyclable Stream,False,False
GROUP_09905,1,val,trashnet,Paper,False,False
GROUP_09906,1,train,realwaste,Plastic,False,False
GROUP_09907,1,train,phenomsg,Residual,False,False
GROUP_09908,1,test,realwaste,Metal,False,False
GROUP_09909,1,train,phenomsg,Organic Stream,False,False
GROUP_09910,1,val,trashnet,Cardboard,False,False
GROUP_09911,1,train,realwaste,Cardboard,False,False
GROUP_09912,1,train,phenomsg,Hazardous Waste,False,False
GROUP_09913,1,train,realwaste,Vegetation,False,False
GROUP_09914,1,train,realwaste,Residual,False,False
GROUP_09915,1,val,trashnet,Paper,False,False
GROUP_09916,1,train,trashnet,Glass,False,False
GROUP_09917,1,test,realwaste,Plastic,False,False
GROUP_09918,1,train,trashnet,Metal,False,False
GROUP_09919,1,train,ewaste,Electronic Device,False,False
GROUP_09920,1,train,phenomsg,Recyclable Stream,False,False
GROUP_09921,1,val,phenomsg,Residual,False,False
GROUP_09922,1,train,ewaste,Battery,False,False
GROUP_09923,1,val,phenomsg,Residual,False,False
GROUP_09924,1,train,realwaste,Metal,False,False
GROUP_09925,1,train,phenomsg,Organic Stream,False,False
GROUP_09926,1,train,phenomsg,Residual,False,False
GROUP_09927,1,train,ewaste,Battery,False,False
GROUP_09928,1,train,realwaste,Textile,False,False
GROUP_09929,1,val,trashnet,Cardboard,False,False
GROUP_09930,1,val,ewaste,Electronic Device,False,False
GROUP_09931,1,train,realwaste,Metal,False,False
GROUP_09932,1,train,realwaste,Plastic,False,False
GROUP_09933,1,train,trashnet,Glass,False,False
GROUP_09934,1,train,realwaste,Cardboard,False,False
GROUP_09935,1,train,realwaste,Residual,False,False
GROUP_09936,1,train,trashnet,Paper,False,False
GROUP_09937,1,test,realwaste,Residual,False,False
GROUP_09938,1,test,trashnet,Cardboard,False,False
GROUP_09939,1,train,realwaste,Glass,False,False
GROUP_09940,1,train,realwaste,Plastic,False,False
GROUP_09941,1,test,realwaste,Paper,False,False
GROUP_09942,1,train,phenomsg,Recyclable Stream,False,False
GROUP_09943,1,test,realwaste,Glass,False,False
GROUP_09944,1,train,phenomsg,Recyclable Stream,False,False
GROUP_09945,1,train,realwaste,Plastic,False,False
GROUP_09946,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_09947,1,val,trashnet,Plastic,False,False
GROUP_09948,1,train,phenomsg,Recyclable Stream,False,False
GROUP_09949,2,train,phenomsg,Recyclable Stream,False,True
GROUP_09950,1,test,realwaste,Textile,False,False
GROUP_09951,1,train,realwaste,Food Organics,False,False
GROUP_09952,1,train,ewaste,Electronic Device,False,False
GROUP_09953,1,test,phenomsg,Organic Stream,False,False
GROUP_09954,1,train,ewaste,Electronic Device,False,False
GROUP_09955,1,val,phenomsg,Recyclable Stream,False,False
GROUP_09956,1,train,ewaste,Battery,False,False
GROUP_09957,1,train,phenomsg,Organic Stream,False,False
GROUP_09958,1,val,ewaste,Electronic Device,False,False
GROUP_09959,1,train,ewaste,Electronic Device,False,False
GROUP_09960,1,test,realwaste,Cardboard,False,False
GROUP_09961,1,train,ewaste,Electronic Component,False,False
GROUP_09962,1,train,phenomsg,Hazardous Waste,False,False
GROUP_09963,1,train,ewaste,Electronic Device,False,False
GROUP_09964,1,train,ewaste,Battery,False,False
GROUP_09965,1,train,phenomsg,Organic Stream,False,False
GROUP_09966,1,train,ewaste,Battery,False,False
GROUP_09967,1,test,realwaste,Metal,False,False
GROUP_09968,1,train,trashnet,Paper,False,False
GROUP_09969,1,train,realwaste,Glass,False,False
GROUP_09970,1,train,realwaste,Plastic,False,False
GROUP_09971,1,train,ewaste,Electronic Device,False,False
GROUP_09972,1,train,trashnet,Paper,False,False
GROUP_09973,1,train,phenomsg,Recyclable Stream,False,False
GROUP_09974,1,train,realwaste,Plastic,False,False
GROUP_09975,1,train,realwaste,Vegetation,False,False
GROUP_09976,1,val,trashnet,Metal,False,False
GROUP_09977,1,train,ewaste,Electronic Component,False,False
GROUP_09978,1,train,realwaste,Food Organics,False,False
GROUP_09979,1,train,phenomsg,Residual,False,False
GROUP_09980,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_09981,1,train,realwaste,Food Organics,False,False
GROUP_09982,1,train,ewaste,Electronic Device,False,False
GROUP_09983,1,train,trashnet,Cardboard,False,False
GROUP_09984,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_09985,1,train,ewaste,Electronic Device,False,False
GROUP_09986,1,train,ewaste,Electronic Device,False,False
GROUP_09987,1,train,realwaste,Plastic,False,False
GROUP_09988,1,train,realwaste,Residual,False,False
GROUP_09989,1,train,phenomsg,Hazardous Waste,False,False
GROUP_09990,1,train,trashnet,Glass,False,False
GROUP_09991,1,val,phenomsg,Hazardous Waste,False,False
GROUP_09992,1,train,realwaste,Food Organics,False,False
GROUP_09993,1,train,ewaste,Battery,False,False
GROUP_09994,1,train,trashnet,Glass,False,False
GROUP_09995,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_09996,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_09997,1,train,realwaste,Metal,False,False
GROUP_09998,1,train,realwaste,Plastic,False,False
GROUP_09999,1,train,trashnet,Metal,False,False
GROUP_10000,1,train,realwaste,Plastic,False,False
GROUP_10001,1,train,realwaste,Vegetation,False,False
GROUP_10002,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10003,1,train,realwaste,Paper,False,False
GROUP_10004,1,train,trashnet,Cardboard,False,False
GROUP_10005,1,test,realwaste,Vegetation,False,False
GROUP_10006,1,train,trashnet,Paper,False,False
GROUP_10007,1,train,phenomsg,Organic Stream,False,False
GROUP_10008,1,test,realwaste,Vegetation,False,False
GROUP_10009,1,train,realwaste,Metal,False,False
GROUP_10010,1,val,phenomsg,Residual,False,False
GROUP_10011,1,train,realwaste,Cardboard,False,False
GROUP_10012,1,train,phenomsg,Organic Stream,False,False
GROUP_10013,1,train,ewaste,Electronic Component,False,False
GROUP_10014,1,train,realwaste,Glass,False,False
GROUP_10015,1,train,realwaste,Plastic,False,False
GROUP_10016,1,val,ewaste,Electronic Component,False,False
GROUP_10017,1,val,phenomsg,Residual,False,False
GROUP_10018,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10019,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10020,1,test,realwaste,Cardboard,False,False
GROUP_10021,1,test,realwaste,Paper,False,False
GROUP_10022,1,train,realwaste,Cardboard,False,False
GROUP_10023,1,val,trashnet,Glass,False,False
GROUP_10024,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10025,1,train,phenomsg,Residual,False,False
GROUP_10026,1,train,ewaste,Electronic Device,False,False
GROUP_10027,1,train,ewaste,Electronic Device,False,False
GROUP_10028,1,train,realwaste,Cardboard,False,False
GROUP_10029,1,train,realwaste,Metal,False,False
GROUP_10030,1,train,realwaste,Residual,False,False
GROUP_10031,1,train,realwaste,Metal,False,False
GROUP_10032,1,val,phenomsg,Organic Stream,False,False
GROUP_10033,1,train,ewaste,Electronic Device,False,False
GROUP_10034,1,train,phenomsg,Organic Stream,False,False
GROUP_10035,1,test,phenomsg,Recyclable Stream,False,False
GROUP_10036,1,val,realwaste,Glass,False,False
GROUP_10037,1,train,trashnet,Metal,False,False
GROUP_10038,1,test,phenomsg,Residual,False,False
GROUP_10039,1,train,trashnet,Plastic,False,False
GROUP_10040,1,train,realwaste,Cardboard,False,False
GROUP_10041,1,train,realwaste,Plastic,False,False
GROUP_10042,1,train,realwaste,Paper,False,False
GROUP_10043,1,test,phenomsg,Recyclable Stream,False,False
GROUP_10044,1,train,realwaste,Metal,False,False
GROUP_10045,1,val,trashnet,Plastic,False,False
GROUP_10046,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10047,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10048,1,val,phenomsg,Residual,False,False
GROUP_10049,1,train,realwaste,Metal,False,False
GROUP_10050,1,test,realwaste,Paper,False,False
GROUP_10051,1,train,trashnet,Glass,False,False
GROUP_10052,1,train,realwaste,Plastic,False,False
GROUP_10053,1,test,realwaste,Food Organics,False,False
GROUP_10054,1,train,realwaste,Textile,False,False
GROUP_10055,1,train,phenomsg,Residual,False,False
GROUP_10056,1,train,phenomsg,Residual,False,False
GROUP_10057,1,test,realwaste,Metal,False,False
GROUP_10058,1,train,trashnet,Glass,False,False
GROUP_10059,1,train,realwaste,Glass,False,False
GROUP_10060,1,val,realwaste,Textile,False,False
GROUP_10061,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10062,1,train,realwaste,Vegetation,False,False
GROUP_10063,1,train,realwaste,Plastic,False,False
GROUP_10064,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10065,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10066,1,val,phenomsg,Hazardous Waste,False,False
GROUP_10067,1,train,trashnet,Metal,False,False
GROUP_10068,1,train,ewaste,Electronic Device,False,False
GROUP_10069,1,train,trashnet,Paper,False,False
GROUP_10070,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10071,1,val,ewaste,Electronic Device,False,False
GROUP_10072,1,test,trashnet,Glass,False,False
GROUP_10073,1,train,ewaste,Electronic Device,False,False
GROUP_10074,1,val,ewaste,Electronic Device,False,False
GROUP_10075,1,train,ewaste,Battery,False,False
GROUP_10076,1,train,ewaste,Electronic Device,False,False
GROUP_10077,1,train,realwaste,Plastic,False,False
GROUP_10078,1,val,trashnet,Paper,False,False
GROUP_10079,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10080,1,train,realwaste,Cardboard,False,False
GROUP_10081,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10082,1,val,trashnet,Cardboard,False,False
GROUP_10083,1,train,trashnet,Cardboard,False,False
GROUP_10084,1,val,trashnet,Paper,False,False
GROUP_10085,1,train,realwaste,Glass,False,False
GROUP_10086,1,train,ewaste,Electronic Component,False,False
GROUP_10087,1,train,trashnet,Metal,False,False
GROUP_10088,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10089,1,test,trashnet,Cardboard,False,False
GROUP_10090,1,test,trashnet,Plastic,False,False
GROUP_10091,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10092,1,train,realwaste,Paper,False,False
GROUP_10093,1,val,realwaste,Metal,False,False
GROUP_10094,1,train,realwaste,Vegetation,False,False
GROUP_10095,1,test,trashnet,Metal,False,False
GROUP_10096,1,test,phenomsg,Organic Stream,False,False
GROUP_10097,1,train,realwaste,Food Organics,False,False
GROUP_10098,1,val,realwaste,Textile,False,False
GROUP_10099,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10100,1,test,phenomsg,Residual,False,False
GROUP_10101,1,val,realwaste,Paper,False,False
GROUP_10102,1,train,realwaste,Metal,False,False
GROUP_10103,1,train,phenomsg,Organic Stream,False,False
GROUP_10104,1,test,phenomsg,Organic Stream,False,False
GROUP_10105,1,test,ewaste,Battery,False,False
GROUP_10106,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10107,1,test,realwaste,Textile,False,False
GROUP_10108,1,train,realwaste,Metal,False,False
GROUP_10109,1,test,phenomsg,Recyclable Stream,False,False
GROUP_10110,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10111,1,train,ewaste,Battery,False,False
GROUP_10112,1,test,realwaste,Plastic,False,False
GROUP_10113,1,val,realwaste,Plastic,False,False
GROUP_10114,1,train,trashnet,Cardboard,False,False
GROUP_10115,1,train,realwaste,Metal,False,False
GROUP_10116,1,train,realwaste,Metal,False,False
GROUP_10117,1,train,realwaste,Paper,False,False
GROUP_10118,1,train,realwaste,Plastic,False,False
GROUP_10119,1,train,trashnet,Metal,False,False
GROUP_10120,1,train,realwaste,Paper,False,False
GROUP_10121,1,train,ewaste,Electronic Device,False,False
GROUP_10122,1,train,phenomsg,Residual,False,False
GROUP_10123,1,train,trashnet,Paper,False,False
GROUP_10124,1,val,phenomsg,Hazardous Waste,False,False
GROUP_10125,1,train,realwaste,Paper,False,False
GROUP_10126,1,train,realwaste,Metal,False,False
GROUP_10127,1,train,phenomsg,Organic Stream,False,False
GROUP_10128,1,train,realwaste,Residual,False,False
GROUP_10129,1,test,phenomsg,Recyclable Stream,False,False
GROUP_10130,1,train,phenomsg,Residual,False,False
GROUP_10131,1,val,realwaste,Metal,False,False
GROUP_10132,1,test,ewaste,Electronic Device,False,False
GROUP_10133,1,train,realwaste,Textile,False,False
GROUP_10134,1,test,trashnet,Paper,False,False
GROUP_10135,1,train,realwaste,Residual,False,False
GROUP_10136,1,train,realwaste,Glass,False,False
GROUP_10137,1,val,realwaste,Paper,False,False
GROUP_10138,1,train,trashnet,Paper,False,False
GROUP_10139,1,train,realwaste,Glass,False,False
GROUP_10140,1,train,realwaste,Textile,False,False
GROUP_10141,1,train,realwaste,Food Organics,False,False
GROUP_10142,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10143,1,train,phenomsg,Organic Stream,False,False
GROUP_10144,1,train,trashnet,Paper,False,False
GROUP_10145,1,train,trashnet,Metal,False,False
GROUP_10146,1,train,trashnet,Paper,False,False
GROUP_10147,1,val,trashnet,Metal,False,False
GROUP_10148,1,test,phenomsg,Organic Stream,False,False
GROUP_10149,1,test,realwaste,Cardboard,False,False
GROUP_10150,1,train,realwaste,Food Organics,False,False
GROUP_10151,1,val,realwaste,Glass,False,False
GROUP_10152,1,train,trashnet,Paper,False,False
GROUP_10153,1,train,realwaste,Textile,False,False
GROUP_10154,1,train,trashnet,Plastic,False,False
GROUP_10155,1,train,realwaste,Plastic,False,False
GROUP_10156,1,train,trashnet,Paper,False,False
GROUP_10157,1,test,realwaste,Food Organics,False,False
GROUP_10158,1,train,realwaste,Metal,False,False
GROUP_10159,1,train,ewaste,Electronic Device,False,False
GROUP_10160,1,val,ewaste,Electronic Device,False,False
GROUP_10161,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10162,1,train,realwaste,Plastic,False,False
GROUP_10163,1,train,trashnet,Cardboard,False,False
GROUP_10164,1,train,phenomsg,Organic Stream,False,False
GROUP_10165,1,train,trashnet,Plastic,False,False
GROUP_10166,1,train,trashnet,Residual,False,False
GROUP_10167,1,train,trashnet,Plastic,False,False
GROUP_10168,1,train,realwaste,Textile,False,False
GROUP_10169,1,val,trashnet,Metal,False,False
GROUP_10170,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10171,1,test,realwaste,Food Organics,False,False
GROUP_10172,1,train,trashnet,Glass,False,False
GROUP_10173,1,train,ewaste,Electronic Component,False,False
GROUP_10174,1,train,ewaste,Electronic Device,False,False
GROUP_10175,1,val,phenomsg,Hazardous Waste,False,False
GROUP_10176,1,val,phenomsg,Residual,False,False
GROUP_10177,1,val,realwaste,Cardboard,False,False
GROUP_10178,1,train,realwaste,Food Organics,False,False
GROUP_10179,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10180,1,val,ewaste,Electronic Device,False,False
GROUP_10181,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10182,1,train,realwaste,Metal,False,False
GROUP_10183,1,train,realwaste,Paper,False,False
GROUP_10184,1,train,realwaste,Cardboard,False,False
GROUP_10185,1,train,ewaste,Electronic Device,False,False
GROUP_10186,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10187,1,train,realwaste,Paper,False,False
GROUP_10188,1,train,realwaste,Vegetation,False,False
GROUP_10189,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10190,1,train,phenomsg,Organic Stream,False,False
GROUP_10191,1,test,trashnet,Glass,False,False
GROUP_10192,1,train,realwaste,Plastic,False,False
GROUP_10193,1,train,realwaste,Metal,False,False
GROUP_10194,1,train,phenomsg,Residual,False,False
GROUP_10195,1,train,realwaste,Plastic,False,False
GROUP_10196,1,val,phenomsg,Organic Stream,False,False
GROUP_10197,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10198,1,train,ewaste,Electronic Device,False,False
GROUP_10199,1,test,phenomsg,Residual,False,False
GROUP_10200,1,val,trashnet,Paper,False,False
GROUP_10201,1,train,realwaste,Cardboard,False,False
GROUP_10202,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10203,1,train,phenomsg,Organic Stream,False,False
GROUP_10204,1,train,ewaste,Electronic Device,False,False
GROUP_10205,1,val,realwaste,Food Organics,False,False
GROUP_10206,1,train,ewaste,Electronic Device,False,False
GROUP_10207,1,train,ewaste,Electronic Device,False,False
GROUP_10208,1,train,realwaste,Vegetation,False,False
GROUP_10209,1,train,trashnet,Glass,False,False
GROUP_10210,1,val,ewaste,Electronic Device,False,False
GROUP_10211,1,train,realwaste,Metal,False,False
GROUP_10212,1,train,realwaste,Residual,False,False
GROUP_10213,1,train,realwaste,Plastic,False,False
GROUP_10214,1,val,realwaste,Metal,False,False
GROUP_10215,1,train,realwaste,Metal,False,False
GROUP_10216,2,train,phenomsg,Hazardous Waste,True,True
GROUP_10217,1,train,realwaste,Residual,False,False
GROUP_10218,1,val,realwaste,Glass,False,False
GROUP_10219,1,train,realwaste,Food Organics,False,False
GROUP_10220,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10221,1,train,realwaste,Textile,False,False
GROUP_10222,1,train,realwaste,Metal,False,False
GROUP_10223,1,train,trashnet,Paper,False,False
GROUP_10224,1,test,trashnet,Cardboard,False,False
GROUP_10225,1,test,trashnet,Glass,False,False
GROUP_10226,1,val,realwaste,Plastic,False,False
GROUP_10227,1,train,ewaste,Electronic Device,False,False
GROUP_10228,1,test,realwaste,Metal,False,False
GROUP_10229,1,train,phenomsg,Residual,False,False
GROUP_10230,1,test,trashnet,Glass,False,False
GROUP_10231,1,train,ewaste,Battery,False,False
GROUP_10232,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10233,1,train,realwaste,Plastic,False,False
GROUP_10234,1,train,realwaste,Plastic,False,False
GROUP_10235,1,test,realwaste,Plastic,False,False
GROUP_10236,1,train,trashnet,Metal,False,False
GROUP_10237,1,train,trashnet,Paper,False,False
GROUP_10238,1,test,ewaste,Electronic Device,False,False
GROUP_10239,1,train,phenomsg,Residual,False,False
GROUP_10240,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10241,1,val,realwaste,Metal,False,False
GROUP_10242,1,test,phenomsg,Recyclable Stream,False,False
GROUP_10243,1,train,realwaste,Vegetation,False,False
GROUP_10244,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10245,1,test,ewaste,Battery,False,False
GROUP_10246,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10247,1,test,realwaste,Glass,False,False
GROUP_10248,2,train,ewaste,Electronic Device,False,True
GROUP_10249,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10250,1,val,realwaste,Plastic,False,False
GROUP_10251,1,train,realwaste,Food Organics,False,False
GROUP_10252,1,train,trashnet,Glass,False,False
GROUP_10253,1,train,ewaste,Electronic Device,False,False
GROUP_10254,1,train,ewaste,Electronic Device,False,False
GROUP_10255,1,test,realwaste,Plastic,False,False
GROUP_10256,1,train,trashnet,Glass,False,False
GROUP_10257,1,train,realwaste,Vegetation,False,False
GROUP_10258,1,train,phenomsg,Organic Stream,False,False
GROUP_10259,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10260,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10261,1,train,realwaste,Glass,False,False
GROUP_10262,1,train,realwaste,Plastic,False,False
GROUP_10263,1,train,trashnet,Paper,False,False
GROUP_10264,1,test,phenomsg,Organic Stream,False,False
GROUP_10265,1,val,realwaste,Food Organics,False,False
GROUP_10266,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10267,1,train,trashnet,Paper,False,False
GROUP_10268,1,train,realwaste,Paper,False,False
GROUP_10269,1,train,ewaste,Electronic Device,False,False
GROUP_10270,1,train,trashnet,Cardboard,False,False
GROUP_10271,1,train,phenomsg,Organic Stream,False,False
GROUP_10272,1,test,trashnet,Metal,False,False
GROUP_10273,1,train,realwaste,Cardboard,False,False
GROUP_10274,1,val,realwaste,Food Organics,False,False
GROUP_10275,1,train,realwaste,Cardboard,False,False
GROUP_10276,1,train,phenomsg,Residual,False,False
GROUP_10277,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10278,1,train,realwaste,Residual,False,False
GROUP_10279,1,train,trashnet,Paper,False,False
GROUP_10280,1,train,trashnet,Plastic,False,False
GROUP_10281,1,train,realwaste,Metal,False,False
GROUP_10282,1,val,realwaste,Textile,False,False
GROUP_10283,1,train,realwaste,Glass,False,False
GROUP_10284,1,train,phenomsg,Residual,False,False
GROUP_10285,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10286,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10287,1,val,realwaste,Plastic,False,False
GROUP_10288,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10289,1,val,ewaste,Electronic Device,False,False
GROUP_10290,1,train,ewaste,Electronic Device,False,False
GROUP_10291,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10292,1,train,phenomsg,Residual,False,False
GROUP_10293,1,train,realwaste,Residual,False,False
GROUP_10294,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10295,1,train,trashnet,Glass,False,False
GROUP_10296,1,test,realwaste,Metal,False,False
GROUP_10297,1,test,trashnet,Plastic,False,False
GROUP_10298,1,train,ewaste,Electronic Device,False,False
GROUP_10299,1,train,realwaste,Residual,False,False
GROUP_10300,1,train,trashnet,Plastic,False,False
GROUP_10301,1,train,realwaste,Residual,False,False
GROUP_10302,1,test,trashnet,Plastic,False,False
GROUP_10303,1,train,realwaste,Glass,False,False
GROUP_10304,1,test,phenomsg,Organic Stream,False,False
GROUP_10305,1,test,ewaste,Electronic Device,False,False
GROUP_10306,1,train,realwaste,Paper,False,False
GROUP_10307,1,train,realwaste,Plastic,False,False
GROUP_10308,1,train,phenomsg,Residual,False,False
GROUP_10309,1,train,realwaste,Metal,False,False
GROUP_10310,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10311,1,train,realwaste,Paper,False,False
GROUP_10312,1,val,phenomsg,Residual,False,False
GROUP_10313,1,train,realwaste,Food Organics,False,False
GROUP_10314,1,test,trashnet,Paper,False,False
GROUP_10315,1,val,trashnet,Plastic,False,False
GROUP_10316,1,train,realwaste,Metal,False,False
GROUP_10317,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10318,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10319,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10320,1,train,ewaste,Electronic Component,False,False
GROUP_10321,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10322,1,train,realwaste,Metal,False,False
GROUP_10323,1,train,trashnet,Plastic,False,False
GROUP_10324,1,test,ewaste,Electronic Device,False,False
GROUP_10325,1,val,phenomsg,Residual,False,False
GROUP_10326,1,train,ewaste,Electronic Device,False,False
GROUP_10327,1,train,phenomsg,Residual,False,False
GROUP_10328,1,train,ewaste,Electronic Device,False,False
GROUP_10329,1,train,ewaste,Electronic Device,False,False
GROUP_10330,1,val,trashnet,Glass,False,False
GROUP_10331,1,test,realwaste,Plastic,False,False
GROUP_10332,1,test,ewaste,Electronic Device,False,False
GROUP_10333,1,train,realwaste,Metal,False,False
GROUP_10334,1,train,realwaste,Plastic,False,False
GROUP_10335,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10336,1,train,trashnet,Paper,False,False
GROUP_10337,1,train,realwaste,Food Organics,False,False
GROUP_10338,1,train,realwaste,Residual,False,False
GROUP_10339,1,train,realwaste,Paper,False,False
GROUP_10340,1,train,trashnet,Plastic,False,False
GROUP_10341,1,test,ewaste,Electronic Device,False,False
GROUP_10342,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10343,1,val,ewaste,Electronic Device,False,False
GROUP_10344,1,train,realwaste,Glass,False,False
GROUP_10345,1,test,realwaste,Metal,False,False
GROUP_10346,1,train,realwaste,Food Organics,False,False
GROUP_10347,1,train,realwaste,Textile,False,False
GROUP_10348,1,train,ewaste,Electronic Component,False,False
GROUP_10349,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10350,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10351,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10352,2,train,phenomsg,Recyclable Stream|Residual,False,True
GROUP_10353,1,train,realwaste,Food Organics,False,False
GROUP_10354,1,test,realwaste,Plastic,False,False
GROUP_10355,1,val,realwaste,Metal,False,False
GROUP_10356,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10357,1,train,trashnet,Cardboard,False,False
GROUP_10358,1,test,trashnet,Plastic,False,False
GROUP_10359,1,val,realwaste,Cardboard,False,False
GROUP_10360,1,train,realwaste,Paper,False,False
GROUP_10361,1,test,realwaste,Glass,False,False
GROUP_10362,1,test,realwaste,Paper,False,False
GROUP_10363,1,train,ewaste,Electronic Device,False,False
